Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Ave,Upper,Lower
DHFL,EQ,620.95,625.0,629.4,618.4,624.6,624.7,625.18,2948812,1843539157.3,37334,635817,21.56,0.6039133585634904,Slight positive,597.489,624.706,570.273
DHFL,EQ,624.7,626.0,626.0,612.7,614.8,615.85,617.77,1437240,887881127.25,21503,360796,25.1,-1.4166800064030816,Negative,598.121,626.668,569.575
DHFL,EQ,615.85,615.0,623.65,613.5,617.15,617.1,619.14,863770,534794794.05,13639,160203,18.55,0.20297150280099707,Slight or No change,599.307,629.605,569.01
DHFL,EQ,617.1,621.5,622.95,604.45,615.0,614.15,616.08,2127221,1310540502.6,21973,237604,11.17,-0.4780424566520946,Slight or No change,600.789,631.862,569.716
DHFL,EQ,614.15,620.0,622.0,615.4,616.9,616.9,618.92,1024941,634351367.5,13209,428663,41.82,0.4477733452739496,Slight or No change,602.35,634.362,570.338
DHFL,EQ,616.9,619.9,619.9,597.6,603.0,602.05,607.29,1417024,860544360.95,19906,516767,36.47,-2.4071972767061194,Negative,603.004,634.555,571.452
DHFL,EQ,602.05,597.1,610.6,589.25,606.85,608.95,602.8,1950076,1175504989.2,22921,595763,30.55,1.1460842122747341,Positive,604.664,634.703,574.625
DHFL,EQ,608.95,610.95,613.0,584.0,586.45,590.15,599.02,1221764,731864821.15,18468,366016,29.96,-3.087281385992291,Among top losers,605.196,633.789,576.604
DHFL,EQ,590.15,590.15,615.15,582.65,615.0,612.5,603.25,3241773,1955593423.95,44501,900444,27.78,3.787172752690005,Among top gainers,606.743,634.316,579.169
DHFL,EQ,612.5,615.0,638.0,614.0,628.8,631.05,627.88,6239147,3917431352.5,79787,1812319,29.05,3.028571428571425,Among top gainers,610.146,637.063,583.229
DHFL,EQ,631.05,635.0,636.75,604.95,606.0,613.85,618.75,4227361,2615681272.15,58647,2024664,47.89,-2.725616036764112,Negative,612.018,635.639,588.397
DHFL,EQ,613.85,607.75,607.75,565.55,566.5,578.85,586.18,9025149,5290362022.8,84189,4269640,47.31,-5.7017186609106485,Among top losers,611.325,638.249,584.401
DHFL,EQ,578.85,575.0,604.0,571.25,594.4,595.8,593.29,6974220,4137707652.8,86802,2050013,29.39,2.9282197460481774,Positive,610.204,638.375,582.032
DHFL,EQ,595.8,599.8,608.65,592.65,595.8,596.25,600.98,4309832,2590122744.5,43975,1179711,27.37,0.07552870090634656,Slight or No change,608.439,636.805,580.074
DHFL,EQ,596.25,596.9,601.0,584.3,589.8,588.45,591.98,2043362,1209630852.3,34716,529510,25.91,-1.3081761006289216,Negative,605.85,634.439,577.261
DHFL,EQ,588.45,586.0,594.0,578.1,582.1,582.2,584.56,2034304,1189171786.6,45951,676038,33.23,-1.06211232899992,Negative,603.446,634.004,572.889
DHFL,EQ,582.2,586.5,595.75,564.3,569.9,568.35,580.87,3576004,2077195504.15,53019,671416,18.78,-2.3789075918928204,Negative,599.964,634.651,565.278
DHFL,EQ,568.35,563.7,563.7,512.0,512.5,519.45,535.45,7725497,4136626602.7,74471,2269820,29.38,-8.603853259435201,Bear drop,593.2,647.411,538.989
DHFL,EQ,519.45,505.0,524.5,482.0,510.3,509.8,509.32,7154780,3644091110.65,58531,1755483,24.54,-1.85773414188084,Negative,585.55,653.77,517.33
DHFL,EQ,509.8,482.0,510.6,468.8,503.6,505.55,492.9,9299530,4583730044.45,71340,1486595,15.99,-0.833660258925073,Slight negative,578.657,658.249,499.066
DHFL,EQ,505.55,519.0,519.5,495.95,497.15,500.2,508.67,3429708,1744590418.6,54615,1276530,37.22,-1.0582533873998656,Negative,570.889,658.562,483.216
DHFL,EQ,500.2,504.9,517.9,500.0,513.85,513.4,511.25,4580018,2341551809.45,62501,1835914,40.09,2.638944422231116,Positive,565.407,657.385,473.43
DHFL,EQ,513.4,501.0,520.5,494.5,513.5,514.45,511.49,3078295,1574511613.6,38541,630655,20.49,0.2045188936501852,Slight or No change,558.404,649.865,466.942
DHFL,EQ,514.45,517.0,532.6,517.0,528.0,525.75,527.2,3086170,1627036258.4,35807,1068359,34.62,2.1965205559335117,Positive,550.882,633.5,468.264
DHFL,EQ,525.75,532.0,565.0,530.0,552.9,552.0,554.97,11634668,6456881629.75,90638,1774527,15.25,4.992867332382311,Among top gainers,546.464,620.775,472.154
DHFL,EQ,552.0,556.0,572.0,548.15,557.0,553.05,561.98,4142964,2328245363.85,44584,395175,9.54,0.190217391304337,Slight or No change,544.621,616.719,472.524
DHFL,EQ,553.05,558.9,564.5,534.5,541.3,541.3,545.05,3580363,1951463852.7,39638,728988,20.36,-2.1245818642075758,Negative,540.729,606.533,474.924
DHFL,EQ,541.3,541.7,549.35,532.15,548.0,547.3,539.15,2677332,1443488419.9,41704,652806,24.38,1.1084426380934875,Positive,537.232,595.045,479.419
DHFL,EQ,547.3,548.0,555.6,540.0,543.6,545.1,546.96,2260570,1236431306.15,27508,332627,14.71,-0.40197332358851146,Slight or No change,534.136,584.265,484.007
DHFL,EQ,545.1,548.0,560.0,540.1,558.0,557.35,550.1,2934005,1613994731.5,28093,876858,29.89,2.2472940744817427,Positive,532.361,576.569,488.153
DHFL,EQ,557.35,553.1,562.0,547.4,549.0,551.05,555.71,2881036,1601021271.9,31529,1045253,36.28,-1.130348972817807,Negative,531.125,571.828,490.422
DHFL,EQ,551.05,553.0,580.4,551.6,575.0,576.3,570.0,6188969,3527716216.9,49031,1829929,29.57,4.582161328373101,Among top gainers,535.186,581.787,488.585
DHFL,EQ,576.3,581.45,589.7,572.5,581.3,582.4,580.24,4182370,2426768499.4,37812,732245,17.51,1.0584764879403077,Positive,540.371,590.804,489.939
DHFL,EQ,582.4,586.95,589.95,560.6,563.95,563.4,571.28,2982273,1703703026.3,31814,594975,19.95,-3.262362637362637,Among top losers,544.504,592.043,496.964
DHFL,EQ,563.4,558.0,562.5,544.05,544.8,546.2,550.73,4716559,2597544663.65,49955,1099562,23.31,-3.0528931487397766,Among top losers,547.789,587.919,507.659
DHFL,EQ,546.2,544.9,553.05,533.3,535.95,537.6,542.72,2670884,1449546078.55,30662,816772,30.58,-1.5745148297326983,Negative,549.518,585.093,513.942
DHFL,EQ,537.6,531.6,539.5,523.7,533.1,532.1,530.96,3686934,1957617646.4,33237,696647,18.9,-1.0230654761904767,Negative,550.779,581.983,519.574
DHFL,EQ,532.1,538.0,545.8,497.1,504.95,508.4,528.3,5429872,2868589952.3,55474,1162140,21.4,-4.4540499906032816,Among top losers,549.539,585.967,513.112
DHFL,EQ,508.4,505.6,517.4,495.0,496.05,497.75,505.14,5573299,2815296075.25,70514,1882556,33.78,-2.094807238394958,Negative,545.664,591.334,499.995
DHFL,EQ,497.75,503.85,511.15,480.45,489.0,494.45,495.68,8329656,4128873740.7,73687,1011179,12.14,-0.6629834254143652,Slight negative,541.479,594.398,488.559
DHFL,EQ,494.45,496.7,512.0,490.05,493.0,496.25,501.0,4104359,2056275276.0,50276,411287,10.02,0.3640408534735684,Slight or No change,538.261,596.444,480.077
DHFL,EQ,496.25,502.85,521.2,497.6,515.2,513.9,508.46,5945277,3022963684.3,47870,1345394,22.63,3.556675062972281,Among top gainers,535.875,595.19,476.56
